timestamp;prompt;image_file;run;gencoordinates;goldcoordinates;overlap;areaoftrueboundingbox;totaltp;totalareaoftrueboundingbox;recall;union;overlap/union
240122180754;Given the reference system where (0,0) is the top-left corner and (1,1) is the bottom-right corner of the image, provide the coordinates (X,Y), (X',Y') representing the precise location of a person in the image. Ensure the coordinates accurately delineate the complete area occupied by the person. Return coordinates ONLY using this template: (X,Y), (X',Y');I1_2009_12_14_drive_0021_000701.png;0;(88.69000000000001, 127.71000000000001), (266.07, 379.26);(365.82, 106.884), (420, 229.812);0;6660.239040000001;0;6660.239040000001;0.0;51280.17804;0.0
240122180757;Given the reference system where (0,0) is the top-left corner and (1,1) is the bottom-right corner of the image, provide the coordinates (X,Y), (X',Y') representing the precise location of a person in the image. Ensure the coordinates accurately delineate the complete area occupied by the person. Return coordinates ONLY using this template: (X,Y), (X',Y');I1_2009_12_14_drive_0021_000701.png;1;(190.04999999999998, 108.36000000000001), (278.74, 251.55);(365.82, 106.884), (420, 229.812);0;6660.239040000001;0;13320.478080000003;0.0;19359.760140000006;0.0
240122180800;Given the reference system where (0,0) is the top-left corner and (1,1) is the bottom-right corner of the image, provide the coordinates (X,Y), (X',Y') representing the precise location of a person in the image. Ensure the coordinates accurately delineate the complete area occupied by the person. Return coordinates ONLY using this template: (X,Y), (X',Y');I1_2009_12_14_drive_0021_000701.png;2;(25.34, 96.75), (190.04999999999998, 294.12);(365.82, 106.884), (420, 229.812);0;6660.239040000001;0;19980.717120000005;0.0;39169.051739999995;0.0
240122180803;Given the reference system where (0,0) is the top-left corner and (1,1) is the bottom-right corner of the image, provide the coordinates (X,Y), (X',Y') representing the precise location of a person in the image. Ensure the coordinates accurately delineate the complete area occupied by the person. Return coordinates ONLY using this template: (X,Y), (X',Y');I1_2009_12_14_drive_0021_000701.png;3;(101.36, 139.32), (215.39000000000001, 247.68);(365.82, 106.884), (420, 229.812);0;6660.239040000001;0;26640.956160000005;0.0;19016.529840000003;0.0
240122180806;Given the reference system where (0,0) is the top-left corner and (1,1) is the bottom-right corner of the image, provide the coordinates (X,Y), (X',Y') representing the precise location of a person in the image. Ensure the coordinates accurately delineate the complete area occupied by the person. Return coordinates ONLY using this template: (X,Y), (X',Y');I1_2009_12_14_drive_0021_000701.png;4;(278.74, 166.41), (392.77, 301.86);(365.82, 106.884), (420, 229.812);1708.6838999999998;6660.239040000001;1708.6838999999998;33301.19520000001;0.25654993608157334;20396.91864;0.08376756129663628
240122180810;Given the reference system where (0,0) is the top-left corner and (1,1) is the bottom-right corner of the image, provide the coordinates (X,Y), (X',Y') representing the precise location of a person in the image. Ensure the coordinates accurately delineate the complete area occupied by the person. Return coordinates ONLY using this template: (X,Y), (X',Y');I1_2009_12_14_drive_0082_000101.png;0;(25.34, 19.35), (190.04999999999998, 367.65);(804.884, 78.4), (858, 230.272);0;8066.833151999997;0;8066.833151999997;0.0;65435.32615199999;0.0
240122180813;Given the reference system where (0,0) is the top-left corner and (1,1) is the bottom-right corner of the image, provide the coordinates (X,Y), (X',Y') representing the precise location of a person in the image. Ensure the coordinates accurately delineate the complete area occupied by the person. Return coordinates ONLY using this template: (X,Y), (X',Y');I1_2009_12_14_drive_0082_000101.png;1;(190.04999999999998, 135.45), (443.45, 387.0);(804.884, 78.4), (858, 230.272);0;8066.833151999997;0;16133.666303999995;0.0;71809.603152;0.0
240122180824;Given the reference system where (0,0) is the top-left corner and (1,1) is the bottom-right corner of the image, provide the coordinates (X,Y), (X',Y') representing the precise location of a person in the image. Ensure the coordinates accurately delineate the complete area occupied by the person. Return coordinates ONLY using this template: (X,Y), (X',Y');I1_2009_12_14_drive_0082_000101.png;2;(63.35, 77.4), (190.04999999999998, 309.6);(804.884, 78.4), (858, 230.272);0;8066.833151999997;0;24200.49945599999;0.0;37486.573152;0.0
240122180828;Given the reference system where (0,0) is the top-left corner and (1,1) is the bottom-right corner of the image, provide the coordinates (X,Y), (X',Y') representing the precise location of a person in the image. Ensure the coordinates accurately delineate the complete area occupied by the person. Return coordinates ONLY using this template: (X,Y), (X',Y');I1_2009_12_14_drive_0082_000101.png;3;(50.68, 96.75), (202.72, 290.25);(804.884, 78.4), (858, 230.272);0;8066.833151999997;0;32267.33260799999;0.0;37486.573152;0.0
240122180834;Given the reference system where (0,0) is the top-left corner and (1,1) is the bottom-right corner of the image, provide the coordinates (X,Y), (X',Y') representing the precise location of a person in the image. Ensure the coordinates accurately delineate the complete area occupied by the person. Return coordinates ONLY using this template: (X,Y), (X',Y');I1_2009_12_14_drive_0082_000291.png;0;(152.04, 255.42000000000002), (228.06, 375.39);(244.436, 89.152), (327.764, 292.096);0;16910.917632;0;16910.917632;0.0;26031.037032;0.0
240122180837;Given the reference system where (0,0) is the top-left corner and (1,1) is the bottom-right corner of the image, provide the coordinates (X,Y), (X',Y') representing the precise location of a person in the image. Ensure the coordinates accurately delineate the complete area occupied by the person. Return coordinates ONLY using this template: (X,Y), (X',Y');I1_2009_12_14_drive_0082_000291.png;1;(139.37, 135.45), (278.74, 251.55);(244.436, 89.152), (327.764, 292.096);3982.694400000001;16910.917632;3982.694400000001;33821.835264;0.2355102476795034;29109.080232;0.1368149578516765
240122180842;Given the reference system where (0,0) is the top-left corner and (1,1) is the bottom-right corner of the image, provide the coordinates (X,Y), (X',Y') representing the precise location of a person in the image. Ensure the coordinates accurately delineate the complete area occupied by the person. Return coordinates ONLY using this template: (X,Y), (X',Y');I1_2009_12_14_drive_0082_000291.png;2;(190.04999999999998, 185.76), (278.74, 367.65);(244.436, 89.152), (327.764, 292.096);3647.7501440000005;16910.917632;7630.444544000002;50732.752896000005;0.21570385613477752;29394.991588;0.12409005265497086
240122180848;Given the reference system where (0,0) is the top-left corner and (1,1) is the bottom-right corner of the image, provide the coordinates (X,Y), (X',Y') representing the precise location of a person in the image. Ensure the coordinates accurately delineate the complete area occupied by the person. Return coordinates ONLY using this template: (X,Y), (X',Y');I1_2009_12_14_drive_0082_000291.png;4;(25.34, 205.11), (152.04, 383.13);(244.436, 89.152), (327.764, 292.096);0;16910.917632;7630.444544000002;67643.670528;0.0;39466.051631999995;0.0
240122180851;Given the reference system where (0,0) is the top-left corner and (1,1) is the bottom-right corner of the image, provide the coordinates (X,Y), (X',Y') representing the precise location of a person in the image. Ensure the coordinates accurately delineate the complete area occupied by the person. Return coordinates ONLY using this template: (X,Y), (X',Y');I1_2009_12_14_drive_0086_000201.png;0;(215.39000000000001, 290.25), (278.74, 387.0);(355.988, 114.688), (393.62, 228.928);0;4299.079680000001;0;4299.079680000001;0.0;10428.19218;0.0
240122180854;Given the reference system where (0,0) is the top-left corner and (1,1) is the bottom-right corner of the image, provide the coordinates (X,Y), (X',Y') representing the precise location of a person in the image. Ensure the coordinates accurately delineate the complete area occupied by the person. Return coordinates ONLY using this template: (X,Y), (X',Y');I1_2009_12_14_drive_0086_000201.png;1;(646.17, 77.4), (684.1800000000001, 193.5);(355.988, 114.688), (393.62, 228.928);0;4299.079680000001;0;8598.159360000001;0.0;8712.040680000013;0.0
240122180859;Given the reference system where (0,0) is the top-left corner and (1,1) is the bottom-right corner of the image, provide the coordinates (X,Y), (X',Y') representing the precise location of a person in the image. Ensure the coordinates accurately delineate the complete area occupied by the person. Return coordinates ONLY using this template: (X,Y), (X',Y');I1_2009_12_14_drive_0086_000201.png;2;(228.06, 208.98000000000002), (278.74, 313.47);(355.988, 114.688), (393.62, 228.928);0;4299.079680000001;0;12897.239040000002;0.0;9594.632880000001;0.0
240122180903;Given the reference system where (0,0) is the top-left corner and (1,1) is the bottom-right corner of the image, provide the coordinates (X,Y), (X',Y') representing the precise location of a person in the image. Ensure the coordinates accurately delineate the complete area occupied by the person. Return coordinates ONLY using this template: (X,Y), (X',Y');I1_2009_12_14_drive_0086_000201.png;3;(190.04999999999998, 58.05), (354.76000000000005, 193.5);(355.988, 114.688), (393.62, 228.928);0;4299.079680000001;0;17196.318720000003;0.0;26609.04918000001;0.0
240122180907;Given the reference system where (0,0) is the top-left corner and (1,1) is the bottom-right corner of the image, provide the coordinates (X,Y), (X',Y') representing the precise location of a person in the image. Ensure the coordinates accurately delineate the complete area occupied by the person. Return coordinates ONLY using this template: (X,Y), (X',Y');I1_2009_12_14_drive_0086_000201.png;4;(101.36, 185.76), (139.37, 243.81);(355.988, 114.688), (393.62, 228.928);0;4299.079680000001;0;21495.398400000005;0.0;6505.560180000001;0.0
240122180913;Given the reference system where (0,0) is the top-left corner and (1,1) is the bottom-right corner of the image, provide the coordinates (X,Y), (X',Y') representing the precise location of a person in the image. Ensure the coordinates accurately delineate the complete area occupied by the person. Return coordinates ONLY using this template: (X,Y), (X',Y');I1_2010_03_04_drive_0014_000156.png;0;(431.36, 56.1), (566.16, 317.9);(476.279, 124.078), (558.999, 253.37);10695.034240000005;10695.034240000005;10695.034240000005;10695.034240000005;1.0;35290.639999999985;0.3030472440498659
240122180920;Given the reference system where (0,0) is the top-left corner and (1,1) is the bottom-right corner of the image, provide the coordinates (X,Y), (X',Y') representing the precise location of a person in the image. Ensure the coordinates accurately delineate the complete area occupied by the person. Return coordinates ONLY using this template: (X,Y), (X',Y');I1_2010_03_04_drive_0014_000156.png;1;(323.52, 123.42), (417.88, 246.84);(476.279, 124.078), (558.999, 253.37);0;10695.034240000005;10695.034240000005;21390.06848000001;0.0;22340.945440000007;0.0
240122180922;Given the reference system where (0,0) is the top-left corner and (1,1) is the bottom-right corner of the image, provide the coordinates (X,Y), (X',Y') representing the precise location of a person in the image. Ensure the coordinates accurately delineate the complete area occupied by the person. Return coordinates ONLY using this template: (X,Y), (X',Y');I1_2010_03_04_drive_0014_000156.png;2;(229.16000000000003, 175.78), (390.91999999999996, 374.0);(476.279, 124.078), (558.999, 253.37);0;10695.034240000005;10695.034240000005;32085.102720000014;0.0;42759.10143999999;0.0
240122180926;Given the reference system where (0,0) is the top-left corner and (1,1) is the bottom-right corner of the image, provide the coordinates (X,Y), (X',Y') representing the precise location of a person in the image. Ensure the coordinates accurately delineate the complete area occupied by the person. Return coordinates ONLY using this template: (X,Y), (X',Y');I1_2010_03_04_drive_0014_000156.png;3;(458.32000000000005, 213.17999999999998), (512.24, 325.38);(476.279, 124.078), (558.999, 253.37);1445.2725900000014;10695.034240000005;12140.306830000005;42780.13696000002;0.1351349193997532;15299.58565;0.09445864511728683
240122180930;Given the reference system where (0,0) is the top-left corner and (1,1) is the bottom-right corner of the image, provide the coordinates (X,Y), (X',Y') representing the precise location of a person in the image. Ensure the coordinates accurately delineate the complete area occupied by the person. Return coordinates ONLY using this template: (X,Y), (X',Y');I1_2010_03_04_drive_0014_000156.png;4;(660.52, 67.32), (714.44, 306.68);(476.279, 124.078), (558.999, 253.37);0;10695.034240000005;12140.306830000005;53475.171200000026;0.0;23601.325440000022;0.0
240122180934;Given the reference system where (0,0) is the top-left corner and (1,1) is the bottom-right corner of the image, provide the coordinates (X,Y), (X',Y') representing the precise location of a person in the image. Ensure the coordinates accurately delineate the complete area occupied by the person. Return coordinates ONLY using this template: (X,Y), (X',Y');I1_2010_03_05_drive_0014_000221.png;0;(306.677, 115.94), (356.66400000000004, 237.49);(373.1, 101.3), (438.9, 314.1);0;14002.23999999999;0;14002.23999999999;0.0;20078.159849999993;0.0
240122180955;Given the reference system where (0,0) is the top-left corner and (1,1) is the bottom-right corner of the image, provide the coordinates (X,Y), (X',Y') representing the precise location of a person in the image. Ensure the coordinates accurately delineate the complete area occupied by the person. Return coordinates ONLY using this template: (X,Y), (X',Y');I1_2010_03_05_drive_0014_000221.png;1;(148.61, 231.88), (229.67000000000002, 355.3);(373.1, 101.3), (438.9, 314.1);0;14002.23999999999;0;28004.47999999998;0.0;24006.665199999992;0.0
240122180957;Given the reference system where (0,0) is the top-left corner and (1,1) is the bottom-right corner of the image, provide the coordinates (X,Y), (X',Y') representing the precise location of a person in the image. Ensure the coordinates accurately delineate the complete area occupied by the person. Return coordinates ONLY using this template: (X,Y), (X',Y');I1_2010_03_05_drive_0014_000221.png;2;(148.61, 127.16000000000001), (243.17999999999998, 235.62);(373.1, 101.3), (438.9, 314.1);0;14002.23999999999;0;42006.71999999997;0.0;24259.302199999984;0.0
240122181002;Given the reference system where (0,0) is the top-left corner and (1,1) is the bottom-right corner of the image, provide the coordinates (X,Y), (X',Y') representing the precise location of a person in the image. Ensure the coordinates accurately delineate the complete area occupied by the person. Return coordinates ONLY using this template: (X,Y), (X',Y');I1_2010_03_05_drive_0014_000221.png;3;(94.57000000000001, 112.2), (162.12, 224.4);(373.1, 101.3), (438.9, 314.1);0;14002.23999999999;0;56008.95999999996;0.0;21581.34999999999;0.0
240122181005;Given the reference system where (0,0) is the top-left corner and (1,1) is the bottom-right corner of the image, provide the coordinates (X,Y), (X',Y') representing the precise location of a person in the image. Ensure the coordinates accurately delineate the complete area occupied by the person. Return coordinates ONLY using this template: (X,Y), (X',Y');I1_2010_03_05_drive_0014_000221.png;4;(209.405, 162.69), (297.22, 273.02);(373.1, 101.3), (438.9, 314.1);0;14002.23999999999;0;70011.19999999995;0.0;23690.868949999993;0.0
240122181009;Given the reference system where (0,0) is the top-left corner and (1,1) is the bottom-right corner of the image, provide the coordinates (X,Y), (X',Y') representing the precise location of a person in the image. Ensure the coordinates accurately delineate the complete area occupied by the person. Return coordinates ONLY using this template: (X,Y), (X',Y');I1_2010_03_05_drive_0015_000131.png;0;(607.95, 93.5), (648.48, 280.5);(773.5, 125.1), (824, 230.1);0;5302.5;0;5302.5;0.0;12881.609999999995;0.0
240122181014;Given the reference system where (0,0) is the top-left corner and (1,1) is the bottom-right corner of the image, provide the coordinates (X,Y), (X',Y') representing the precise location of a person in the image. Ensure the coordinates accurately delineate the complete area occupied by the person. Return coordinates ONLY using this template: (X,Y), (X',Y');I1_2010_03_05_drive_0015_000131.png;1;(405.3, 82.28), (499.87, 243.1);(773.5, 125.1), (824, 230.1);0;5302.5;0;10605.0;0.0;20511.2474;0.0
240122181017;Given the reference system where (0,0) is the top-left corner and (1,1) is the bottom-right corner of the image, provide the coordinates (X,Y), (X',Y') representing the precise location of a person in the image. Ensure the coordinates accurately delineate the complete area occupied by the person. Return coordinates ONLY using this template: (X,Y), (X',Y');I1_2010_03_05_drive_0015_000131.png;2;(445.83000000000004, 48.620000000000005), (513.38, 329.12);(773.5, 125.1), (824, 230.1);0;5302.5;0;15907.5;0.0;24250.274999999987;0.0
240122181027;Given the reference system where (0,0) is the top-left corner and (1,1) is the bottom-right corner of the image, provide the coordinates (X,Y), (X',Y') representing the precise location of a person in the image. Ensure the coordinates accurately delineate the complete area occupied by the person. Return coordinates ONLY using this template: (X,Y), (X',Y');I1_2010_03_05_drive_0015_000131.png;3;(472.84999999999997, 74.8), (567.42, 250.58);(773.5, 125.1), (824, 230.1);0;5302.5;0;21210.0;0.0;21926.014600000002;0.0
240122181030;Given the reference system where (0,0) is the top-left corner and (1,1) is the bottom-right corner of the image, provide the coordinates (X,Y), (X',Y') representing the precise location of a person in the image. Ensure the coordinates accurately delineate the complete area occupied by the person. Return coordinates ONLY using this template: (X,Y), (X',Y');I1_2010_03_05_drive_0015_000131.png;4;(648.48, 56.1), (689.01, 317.9);(773.5, 125.1), (824, 230.1);0;5302.5;0;26512.5;0.0;15913.253999999992;0.0
240122181037;Given the reference system where (0,0) is the top-left corner and (1,1) is the bottom-right corner of the image, provide the coordinates (X,Y), (X',Y') representing the precise location of a person in the image. Ensure the coordinates accurately delineate the complete area occupied by the person. Return coordinates ONLY using this template: (X,Y), (X',Y');I1_2010_03_05_drive_0015_000141.png;1;(486.35999999999996, 56.1), (594.44, 317.9);(673.855, 124.986), (750, 236.438);0;8486.512539999996;0;8486.512539999996;0.0;36781.856540000015;0.0
240122181040;Given the reference system where (0,0) is the top-left corner and (1,1) is the bottom-right corner of the image, provide the coordinates (X,Y), (X',Y') representing the precise location of a person in the image. Ensure the coordinates accurately delineate the complete area occupied by the person. Return coordinates ONLY using this template: (X,Y), (X',Y');I1_2010_03_05_drive_0015_000141.png;2;(567.42, 44.879999999999995), (675.5, 231.88);(673.855, 124.986), (750, 236.438);175.84062999999804;8486.512539999996;175.84062999999804;16973.025079999992;0.02072001062523595;28521.631910000004;0.006164951066046206
240122181043;Given the reference system where (0,0) is the top-left corner and (1,1) is the bottom-right corner of the image, provide the coordinates (X,Y), (X',Y') representing the precise location of a person in the image. Ensure the coordinates accurately delineate the complete area occupied by the person. Return coordinates ONLY using this template: (X,Y), (X',Y');I1_2010_03_05_drive_0015_000141.png;3;(513.38, 86.02000000000001), (594.44, 299.2);(673.855, 124.986), (750, 236.438);0;8486.512539999996;175.84062999999804;25459.53761999999;0.0;25766.883340000008;0.0
240122181045;Given the reference system where (0,0) is the top-left corner and (1,1) is the bottom-right corner of the image, provide the coordinates (X,Y), (X',Y') representing the precise location of a person in the image. Ensure the coordinates accurately delineate the complete area occupied by the person. Return coordinates ONLY using this template: (X,Y), (X',Y');I1_2010_03_05_drive_0015_000141.png;4;(445.83000000000004, 48.620000000000005), (526.89, 194.48000000000002);(673.855, 124.986), (750, 236.438);0;8486.512539999996;175.84062999999804;33946.050159999984;0.0;20309.92413999999;0.0
240122181049;Given the reference system where (0,0) is the top-left corner and (1,1) is the bottom-right corner of the image, provide the coordinates (X,Y), (X',Y') representing the precise location of a person in the image. Ensure the coordinates accurately delineate the complete area occupied by the person. Return coordinates ONLY using this template: (X,Y), (X',Y');I1_2010_03_05_drive_0015_000151.png;0;(432.32, 142.12), (459.34000000000003, 243.1);(703.5, 129.3), (745.5, 249.7);0;5056.799999999999;0;5056.799999999999;0.0;7785.2796000000035;0.0
240122181137;Given the reference system where (0,0) is the top-left corner and (1,1) is the bottom-right corner of the image, provide the coordinates (X,Y), (X',Y') representing the precise location of a person in the image. Ensure the coordinates accurately delineate the complete area occupied by the person. Return coordinates ONLY using this template: (X,Y), (X',Y');I1_2010_03_05_drive_0015_000151.png;1;(702.52, 175.78), (756.5600000000001, 362.78);(703.5, 129.3), (745.5, 249.7);3104.6399999999994;5056.799999999999;3104.6399999999994;10113.599999999999;0.613953488372093;12057.640000000012;0.25746186966357704
240122181227;Given the reference system where (0,0) is the top-left corner and (1,1) is the bottom-right corner of the image, provide the coordinates (X,Y), (X',Y') representing the precise location of a person in the image. Ensure the coordinates accurately delineate the complete area occupied by the person. Return coordinates ONLY using this template: (X,Y), (X',Y');I1_2010_03_05_drive_0015_000151.png;2;(634.9699999999999, 134.64), (689.01, 235.62);(703.5, 129.3), (745.5, 249.7);0;5056.799999999999;3104.6399999999994;15170.399999999998;0.0;10513.759200000008;0.0
240122181230;Given the reference system where (0,0) is the top-left corner and (1,1) is the bottom-right corner of the image, provide the coordinates (X,Y), (X',Y') representing the precise location of a person in the image. Ensure the coordinates accurately delineate the complete area occupied by the person. Return coordinates ONLY using this template: (X,Y), (X',Y');I1_2010_03_05_drive_0015_000151.png;3;(634.9699999999999, 93.5), (756.5600000000001, 280.5);(703.5, 129.3), (745.5, 249.7);5056.799999999999;5056.799999999999;8161.439999999999;20227.199999999997;1.0;22737.330000000027;0.22239100232954634
240122181321;Given the reference system where (0,0) is the top-left corner and (1,1) is the bottom-right corner of the image, provide the coordinates (X,Y), (X',Y') representing the precise location of a person in the image. Ensure the coordinates accurately delineate the complete area occupied by the person. Return coordinates ONLY using this template: (X,Y), (X',Y');I1_2010_03_05_drive_0015_000151.png;4;(445.83000000000004, 108.46), (526.89, 235.62);(703.5, 129.3), (745.5, 249.7);0;5056.799999999999;8161.439999999999;25283.999999999996;0.0;15364.389599999993;0.0
240122181413;Given the reference system where (0,0) is the top-left corner and (1,1) is the bottom-right corner of the image, provide the coordinates (X,Y), (X',Y') representing the precise location of a person in the image. Ensure the coordinates accurately delineate the complete area occupied by the person. Return coordinates ONLY using this template: (X,Y), (X',Y');I1_2010_03_05_drive_0015_000161.png;0;(689.01, 127.16000000000001), (743.0500000000001, 239.36);(802.9, 133.5), (849.1, 252.5);0;5497.800000000006;0;5497.800000000006;0.0;11561.088000000014;0.0
240122181507;Given the reference system where (0,0) is the top-left corner and (1,1) is the bottom-right corner of the image, provide the coordinates (X,Y), (X',Y') representing the precise location of a person in the image. Ensure the coordinates accurately delineate the complete area occupied by the person. Return coordinates ONLY using this template: (X,Y), (X',Y');I1_2010_03_05_drive_0015_000161.png;1;(634.9699999999999, 172.04000000000002), (675.5, 235.62);(802.9, 133.5), (849.1, 252.5);0;5497.800000000006;0;10995.600000000011;0.0;8074.69740000001;0.0
240122181556;Given the reference system where (0,0) is the top-left corner and (1,1) is the bottom-right corner of the image, provide the coordinates (X,Y), (X',Y') representing the precise location of a person in the image. Ensure the coordinates accurately delineate the complete area occupied by the person. Return coordinates ONLY using this template: (X,Y), (X',Y');I1_2010_03_05_drive_0015_000161.png;2;(607.95, 168.3), (689.01, 273.02);(802.9, 133.5), (849.1, 252.5);0;5497.800000000006;0;16493.400000000016;0.0;13986.403199999997;0.0
240122181644;Given the reference system where (0,0) is the top-left corner and (1,1) is the bottom-right corner of the image, provide the coordinates (X,Y), (X',Y') representing the precise location of a person in the image. Ensure the coordinates accurately delineate the complete area occupied by the person. Return coordinates ONLY using this template: (X,Y), (X',Y');I1_2010_03_05_drive_0015_000161.png;3;(432.32, 168.3), (486.35999999999996, 224.4);(802.9, 133.5), (849.1, 252.5);0;5497.800000000006;0;21991.200000000023;0.0;8529.444000000003;0.0
240122181731;Given the reference system where (0,0) is the top-left corner and (1,1) is the bottom-right corner of the image, provide the coordinates (X,Y), (X',Y') representing the precise location of a person in the image. Ensure the coordinates accurately delineate the complete area occupied by the person. Return coordinates ONLY using this template: (X,Y), (X',Y');I1_2010_03_05_drive_0015_000161.png;4;(716.0300000000001, 78.53999999999999), (783.5799999999999, 299.2);(802.9, 133.5), (849.1, 252.5);0;5497.800000000006;0;27489.00000000003;0.0;20403.38299999997;0.0
240122181734;Given the reference system where (0,0) is the top-left corner and (1,1) is the bottom-right corner of the image, provide the coordinates (X,Y), (X',Y') representing the precise location of a person in the image. Ensure the coordinates accurately delineate the complete area occupied by the person. Return coordinates ONLY using this template: (X,Y), (X',Y');I1_2010_03_05_drive_0018_000051.png;0;(607.95, 74.8), (743.0500000000001, 299.2);(613.9, 127.9), (648.9, 216.1);3086.9999999999995;3086.9999999999995;3086.9999999999995;3086.9999999999995;1.0;30316.440000000002;0.10182258132612777
