timestamp;prompt;image_file;run;gencoordinates;goldcoordinates;overlap;areaoftrueboundingbox;totaltp;totalareaoftrueboundingbox;recall;union;overlap/union
240507102339;Given the ;1506959818627557_front.jpeg;0;(0, 0), (1, 1);(0, 0), (2, 2);0;0;0;0;0;0;0.0
240507102339;Given the ;1506959818627557_front.jpeg;1;(0, 0), (1, 1);(0, 0), (2, 2);0;0;0;0;0;0;0.0
240507102340;Given the ;1506959818627557_front.jpeg;2;(0, 0), (1, 1);(0, 0), (2, 2);0;0;0;0;0;0;0.0
240507102340;Given the ;1506959819627511_front.jpeg;0;(0, 0), (1, 1);(0, 0), (2, 2);0;0;0;0;0;0;0.0
240507102341;Given the ;1506959819627511_front.jpeg;1;(0, 0), (1, 1);(0, 0), (2, 2);0;0;0;0;0;0;0.0
240507102342;Given the ;1506959819627511_front.jpeg;2;(0, 0), (1, 1);(0, 0), (2, 2);0;0;0;0;0;0;0.0
240507102342;Given the ;1506959820627388_front.jpeg;0;(0, 0), (1, 1);(0, 0), (2, 2);0;0;0;0;0;0;0.0
240507102343;Given the ;1506959820627388_front.jpeg;1;(0, 0), (1, 1);(0, 0), (2, 2);0;0;0;0;0;0;0.0
240507102343;Given the ;1506959820627388_front.jpeg;2;(0, 0), (1, 1);(0, 0), (2, 2);0;0;0;0;0;0;0.0
240507102344;Given the ;1506961333987854_front.jpeg;0;(0, 0), (1, 1);(0, 0), (2, 2);0;0;0;0;0;0;0.0
240507102345;Given the ;1506961333987854_front.jpeg;1;(0, 0), (1, 1);(0, 0), (2, 2);0;0;0;0;0;0;0.0
240507102345;Given the ;1506961333987854_front.jpeg;2;(0, 0), (1, 1);(0, 0), (2, 2);0;0;0;0;0;0;0.0
240507102346;Given the ;1506961334986515_front.jpeg;0;(0, 0), (1, 1);(0, 0), (2, 2);0;0;0;0;0;0;0.0
240507102347;Given the ;1506961334986515_front.jpeg;1;(0, 0), (1, 1);(0, 0), (2, 2);0;0;0;0;0;0;0.0
240507102348;Given the ;1506961334986515_front.jpeg;2;(0, 0), (1, 1);(0, 0), (2, 2);0;0;0;0;0;0;0.0
240507102348;Given the ;1506961335982268_front.jpeg;0;(0, 0), (1, 1);(0, 0), (2, 2);0;0;0;0;0;0;0.0
240507102349;Given the ;1506961335982268_front.jpeg;1;(0, 0), (1, 1);(0, 0), (2, 2);0;0;0;0;0;0;0.0
240507102350;Given the ;1506961335982268_front.jpeg;2;(0, 0), (1, 1);(0, 0), (2, 2);0;0;0;0;0;0;0.0
240507102350;Given the ;1507130304508918_front.jpeg;0;(0, 0), (1, 1);(0, 0), (2, 2);0;0;0;0;0;0;0.0
240507102351;Given the ;1507130304508918_front.jpeg;1;(0, 0), (1, 1);(0, 0), (2, 2);0;0;0;0;0;0;0.0
240507102352;Given the ;1507130304508918_front.jpeg;2;(0, 0), (1, 1);(0, 0), (2, 2);0;0;0;0;0;0;0.0
240507102353;Given the ;1507130305508886_front.jpeg;0;(0, 0), (1, 1);(0, 0), (2, 2);0;0;0;0;0;0;0.0
240507102353;Given the ;1507130305508886_front.jpeg;1;(0, 0), (1, 1);(0, 0), (2, 2);0;0;0;0;0;0;0.0
240507102354;Given the ;1507130305508886_front.jpeg;2;(0, 0), (1, 1);(0, 0), (2, 2);0;0;0;0;0;0;0.0
240507102355;Given the ;1507130306508853_front.jpeg;0;(0, 0), (1, 1);(0, 0), (2, 2);0;0;0;0;0;0;0.0
240507102356;Given the ;1507130306508853_front.jpeg;1;(0, 0), (1, 1);(0, 0), (2, 2);0;0;0;0;0;0;0.0
240507102356;Given the ;1507130306508853_front.jpeg;2;(0, 0), (1, 1);(0, 0), (2, 2);0;0;0;0;0;0;0.0
240507102357;Given the ;1507130307509115_front.jpeg;0;(0, 0), (1, 1);(0, 0), (2, 2);0;0;0;0;0;0;0.0
240507102401;Given the ;1507130307509115_front.jpeg;1;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102402;Given the ;1507130307509115_front.jpeg;2;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102402;Given the ;1507130308509236_front.jpeg;0;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102403;Given the ;1507130308509236_front.jpeg;1;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102403;Given the ;1507130308509236_front.jpeg;2;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102404;Given the ;1507130309509190_front.jpeg;0;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102405;Given the ;1507130309509190_front.jpeg;1;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102405;Given the ;1507130309509190_front.jpeg;2;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102406;Given the ;1507130310509541_front.jpeg;0;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102407;Given the ;1507130310509541_front.jpeg;1;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102407;Given the ;1507130310509541_front.jpeg;2;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102408;Given the ;1507130311509733_front.jpeg;0;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102409;Given the ;1507130311509733_front.jpeg;1;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102410;Given the ;1507130311509733_front.jpeg;2;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102411;Given the ;1507217998973709_front.jpeg;0;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102412;Given the ;1507217998973709_front.jpeg;1;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102413;Given the ;1507217998973709_front.jpeg;2;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102414;Given the ;1507217999974119_front.jpeg;0;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102415;Given the ;1507217999974119_front.jpeg;1;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102416;Given the ;1507217999974119_front.jpeg;2;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102417;Given the ;1507218000974280_front.jpeg;0;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102420;Given the ;1507218000974280_front.jpeg;1;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102422;Given the ;1507218000974280_front.jpeg;2;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102424;Given the ;1507218001974081_front.jpeg;0;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102425;Given the ;1507218001974081_front.jpeg;1;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102427;Given the ;1507218001974081_front.jpeg;2;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102428;Given the ;1507218002973949_front.jpeg;0;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102430;Given the ;1507218002973949_front.jpeg;1;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102431;Given the ;1507218002973949_front.jpeg;2;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102432;Given the ;1507218003974266_front.jpeg;0;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102433;Given the ;1507218003974266_front.jpeg;1;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102434;Given the ;1507218003974266_front.jpeg;2;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102436;Given the ;1507218004974060_front.jpeg;0;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102437;Given the ;1507218004974060_front.jpeg;1;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102438;Given the ;1507218004974060_front.jpeg;2;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102439;Given the ;1507241617619981_front.jpeg;0;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102440;Given the ;1507241617619981_front.jpeg;1;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102440;Given the ;1507241617619981_front.jpeg;2;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102441;Given the ;1507241617619981_front.jpeg;0;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102442;Given the ;1507241617619981_front.jpeg;1;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102444;Given the ;1507241617619981_front.jpeg;2;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102446;Given the ;1507241617619981_front.jpeg;0;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102447;Given the ;1507241617619981_front.jpeg;1;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102449;Given the ;1507241617619981_front.jpeg;2;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102450;Given the ;1507241618620181_front.jpeg;0;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102451;Given the ;1507241618620181_front.jpeg;1;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102452;Given the ;1507241618620181_front.jpeg;2;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102453;Given the ;1507241618620181_front.jpeg;0;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102453;Given the ;1507241618620181_front.jpeg;1;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102454;Given the ;1507241618620181_front.jpeg;2;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102455;Given the ;1507241619619977_front.jpeg;0;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102456;Given the ;1507241619619977_front.jpeg;1;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102457;Given the ;1507241619619977_front.jpeg;2;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102458;Given the ;1507241626620100_front.jpeg;0;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102459;Given the ;1507241626620100_front.jpeg;1;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102501;Given the ;1507241626620100_front.jpeg;2;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102502;Given the ;1507241626620100_front.jpeg;0;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102503;Given the ;1507241626620100_front.jpeg;1;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102504;Given the ;1507241626620100_front.jpeg;2;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102506;Given the ;1507245557916301_front.jpeg;0;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102506;Given the ;1507245557916301_front.jpeg;1;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102507;Given the ;1507245557916301_front.jpeg;2;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102509;Given the ;1507245558916417_front.jpeg;0;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102510;Given the ;1507245558916417_front.jpeg;1;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102510;Given the ;1507245558916417_front.jpeg;2;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102511;Given the ;1507245563916108_front.jpeg;0;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102512;Given the ;1507245563916108_front.jpeg;1;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102513;Given the ;1507245563916108_front.jpeg;2;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102514;Given the ;1507245565916167_front.jpeg;0;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102515;Given the ;1507245565916167_front.jpeg;1;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102515;Given the ;1507245565916167_front.jpeg;2;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102516;Given the ;1507245566916043_front.jpeg;0;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102517;Given the ;1507245566916043_front.jpeg;1;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102518;Given the ;1507245566916043_front.jpeg;2;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102519;Given the ;1507250075983606_front.jpeg;0;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102520;Given the ;1507250075983606_front.jpeg;1;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102521;Given the ;1507250075983606_front.jpeg;2;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102522;Given the ;1507250076983657_front.jpeg;0;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102523;Given the ;1507250076983657_front.jpeg;1;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102524;Given the ;1507250076983657_front.jpeg;2;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102525;Given the ;1507250077983698_front.jpeg;0;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102526;Given the ;1507250077983698_front.jpeg;1;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102527;Given the ;1507250077983698_front.jpeg;2;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102528;Given the ;1507250078983371_front.jpeg;0;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102529;Given the ;1507250078983371_front.jpeg;1;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102529;Given the ;1507250078983371_front.jpeg;2;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102530;Given the ;1507250079983493_front.jpeg;0;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102531;Given the ;1507250079983493_front.jpeg;1;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102532;Given the ;1507250079983493_front.jpeg;2;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102532;Given the ;1507250080983797_front.jpeg;0;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102533;Given the ;1507250080983797_front.jpeg;1;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102534;Given the ;1507250080983797_front.jpeg;2;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102536;Given the ;1507265180781115_front.jpeg;0;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102538;Given the ;1507265180781115_front.jpeg;1;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102539;Given the ;1507265180781115_front.jpeg;2;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102541;Given the ;1507265181781126_front.jpeg;0;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102544;Given the ;1507265181781126_front.jpeg;1;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102546;Given the ;1507265181781126_front.jpeg;2;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102548;Given the ;1507265182781291_front.jpeg;0;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102550;Given the ;1507265182781291_front.jpeg;1;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102552;Given the ;1507265182781291_front.jpeg;2;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102554;Given the ;1507265183781544_front.jpeg;0;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102558;Given the ;1507265183781544_front.jpeg;1;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102601;Given the ;1507265183781544_front.jpeg;2;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102605;Given the ;1507265184781569_front.jpeg;0;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102608;Given the ;1507265184781569_front.jpeg;1;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102610;Given the ;1507265184781569_front.jpeg;2;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102615;Given the ;1507265186784072_front.jpeg;0;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102618;Given the ;1507265186784072_front.jpeg;1;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102620;Given the ;1507265186784072_front.jpeg;2;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102622;Given the ;1507265187785073_front.jpeg;0;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102624;Given the ;1507265187785073_front.jpeg;1;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102626;Given the ;1507265187785073_front.jpeg;2;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102628;Given the ;1507265188785631_front.jpeg;0;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102630;Given the ;1507265188785631_front.jpeg;1;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102631;Given the ;1507265188785631_front.jpeg;2;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102633;Given the ;1507265189786118_front.jpeg;0;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102634;Given the ;1507265189786118_front.jpeg;1;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102636;Given the ;1507265189786118_front.jpeg;2;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102638;Given the ;1507265190786488_front.jpeg;0;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102639;Given the ;1507265190786488_front.jpeg;1;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102641;Given the ;1507265190786488_front.jpeg;2;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102642;Given the ;1507598368756667_front.jpeg;0;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102642;Given the ;1507598368756667_front.jpeg;1;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102643;Given the ;1507598368756667_front.jpeg;2;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102644;Given the ;1507598369856332_front.jpeg;0;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102645;Given the ;1507598369856332_front.jpeg;1;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102645;Given the ;1507598369856332_front.jpeg;2;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102647;Given the ;1507675958632046_front.jpeg;0;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102647;Given the ;1507675958632046_front.jpeg;1;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102648;Given the ;1507675958632046_front.jpeg;2;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102649;Given the ;1507675959632219_front.jpeg;0;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102650;Given the ;1507675959632219_front.jpeg;1;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102651;Given the ;1507675959632219_front.jpeg;2;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102651;Given the ;1507675960632035_front.jpeg;0;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102652;Given the ;1507675960632035_front.jpeg;1;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102653;Given the ;1507675960632035_front.jpeg;2;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102655;Given the ;1507675961631643_front.jpeg;0;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102656;Given the ;1507675961631643_front.jpeg;1;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102658;Given the ;1507675961631643_front.jpeg;2;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102659;Given the ;1507675962631825_front.jpeg;0;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102700;Given the ;1507675962631825_front.jpeg;1;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102701;Given the ;1507675962631825_front.jpeg;2;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102702;Given the ;1507675963631921_front.jpeg;0;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102703;Given the ;1507675963631921_front.jpeg;1;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102704;Given the ;1507675963631921_front.jpeg;2;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102705;Given the ;1508026473468658_front.jpeg;0;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102706;Given the ;1508026473468658_front.jpeg;1;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102707;Given the ;1508026473468658_front.jpeg;2;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102708;Given the ;1508026474468960_front.jpeg;0;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102709;Given the ;1508026474468960_front.jpeg;1;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102710;Given the ;1508026474468960_front.jpeg;2;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102711;Given the ;1508026475468833_front.jpeg;0;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102712;Given the ;1508026475468833_front.jpeg;1;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102713;Given the ;1508026475468833_front.jpeg;2;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102714;Given the ;1508026476468518_front.jpeg;0;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102715;Given the ;1508026476468518_front.jpeg;1;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102716;Given the ;1508026476468518_front.jpeg;2;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102717;Given the ;1508026477468878_front.jpeg;0;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
240507102718;Given the ;1508026477468878_front.jpeg;1;(0, 0), (1, 1);(1, 1), (2, 2);0;0;0;0;0;0;0.0
