timestamp;image_file;prompt;response;goldtruth
240123113212;pedestrian_only_wide/I1_2010_03_09_drive_0072_000261.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;yes;yes
240123113216;pedestrian_only_wide/I1_2010_03_09_drive_0072_000266.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;yes;yes
240123113218;pedestrian_only_wide/I1_2010_03_09_drive_0072_000361.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;yes;yes
240123113221;pedestrian_only_wide/I1_2010_03_17_drive_0006_000366.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;yes;yes
240123113224;pedestrian_only_wide/I1_2010_03_17_drive_0006_000516.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;yes;yes
240123113231;pedestrian_only_wide/I1_2010_03_17_drive_0010_000321.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;yes;yes
240123113234;pedestrian_only_wide/I1_2010_03_17_drive_0010_000621.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;yes;yes
240123113238;pedestrian_only_wide/I1_2010_03_17_drive_0010_000631.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;yes;yes
240123113240;pedestrian_only_wide/I1_2010_03_17_drive_0016_000161.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;yes;yes
240123113242;pedestrian_only_wide/I1_2010_03_17_drive_0017_000066.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;yes;yes
240123113246;pedestrian_only_wide/I1_2010_03_17_drive_0019_000201.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;yes;yes
240123113249;pedestrian_only_wide/I1_2010_03_17_drive_0019_000216.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;yes;yes
240123113255;pedestrian_only_wide/I1_2010_03_17_drive_0019_000236.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;yes;yes
240123113300;pedestrian_only_wide/I1_2010_03_17_drive_0019_000271.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;yes;yes
240123113302;pedestrian_only_wide/I1_2010_03_17_drive_0019_000281.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;yes;yes
240123113308;pedestrian_only_wide/I1_2010_03_17_drive_0022_000401.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;yes;yes
240123113311;pedestrian_only_wide/I1_2010_03_17_drive_0037_000286.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;yes;yes
240123113314;pedestrian_only_wide/I1_2010_03_17_drive_0037_000336.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;yes;yes
240123113316;pedestrian_only_wide/I1_2010_03_17_drive_0037_000346.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;yes;yes
240123113321;pedestrian_only_wide/I1_2010_03_17_drive_0037_000366.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;yes;yes
240123113330;no_pedestrian_images_fromPOS_folder/I1_2009_09_08_drive_0002_000051.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;no;no
240123113332;no_pedestrian_images_fromPOS_folder/I1_2009_09_08_drive_0002_000251.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;yes;no
240123113335;no_pedestrian_images_fromPOS_folder/I1_2009_09_08_drive_0002_000401.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;no;no
240123113339;no_pedestrian_images_fromPOS_folder/I1_2009_09_08_drive_0002_000551.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;no;no
240123113342;no_pedestrian_images_fromPOS_folder/I1_2009_09_08_drive_0002_000701.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;no;no
240123113345;no_pedestrian_images_fromPOS_folder/I1_2009_09_08_drive_0002_001001.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;no;no
240123113347;no_pedestrian_images_fromPOS_folder/I1_2009_09_08_drive_0003_000301.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;yes;no
240123113350;no_pedestrian_images_fromPOS_folder/I1_2009_09_08_drive_0003_000501.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;yes;no
240123113353;no_pedestrian_images_fromPOS_folder/I1_2009_09_08_drive_0003_000801.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;no;no
240123113355;no_pedestrian_images_fromPOS_folder/I1_2009_09_08_drive_0003_000851.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;no;no
240123113359;no_pedestrian_images_fromPOS_folder/I1_2009_09_08_drive_0003_000901.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;no;no
240123113402;no_pedestrian_images_fromPOS_folder/I1_2009_09_08_drive_0003_000951.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;yes;no
240123113405;no_pedestrian_images_fromPOS_folder/I1_2009_09_08_drive_0003_001001.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;no;no
240123113416;no_pedestrian_images_fromPOS_folder/I1_2009_09_08_drive_0003_001051.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;yes;no
240123113418;no_pedestrian_images_fromPOS_folder/I1_2009_09_08_drive_0003_001101.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;yes;no
240123113421;no_pedestrian_images_fromPOS_folder/I1_2009_09_08_drive_0003_001151.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;no;no
240123113424;no_pedestrian_images_fromPOS_folder/I1_2009_09_08_drive_0003_001201.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;yes;no
240123113426;no_pedestrian_images_fromPOS_folder/I1_2009_09_08_drive_0003_001251.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;yes;no
240123113429;no_pedestrian_images_fromPOS_folder/I1_2009_09_08_drive_0003_001401.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;no;no
240123113431;no_pedestrian_images_fromPOS_folder/I1_2009_09_08_drive_0003_001451.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;no;no
240123113433;no_pedestrian_images_fromPOS_folder/I1_2009_09_08_drive_0003_001501.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;yes;no
240123113436;no_pedestrian_images_fromPOS_folder/I1_2009_09_08_drive_0003_001551.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;no;no
240123113438;no_pedestrian_images_fromPOS_folder/I1_2009_09_08_drive_0003_001601.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;no;no
240123113449;no_pedestrian_images_fromPOS_folder/I1_2009_09_08_drive_0003_001651.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;yes;no
240123113451;no_pedestrian_images_fromPOS_folder/I1_2009_09_08_drive_0003_001701.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;no;no
240123113456;no_pedestrian_images_fromPOS_folder/I1_2009_09_08_drive_0003_001751.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;yes;no
240123113458;no_pedestrian_images_fromPOS_folder/I1_2009_09_08_drive_0003_001801.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;no;no
240123113503;no_pedestrian_images_fromPOS_folder/I1_2009_09_08_drive_0003_001851.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;no;no
240123113510;no_pedestrian_images_fromPOS_folder/I1_2009_09_08_drive_0003_001901.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;yes;no
240123113512;no_pedestrian_images_fromPOS_folder/I1_2009_09_08_drive_0003_001951.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;yes;no
240123113514;no_pedestrian_images_fromPOS_folder/I1_2009_09_08_drive_0003_002051.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;no;no
240123113518;no_pedestrian_images_fromPOS_folder/I1_2009_09_08_drive_0004_000001.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;no;no
240123113520;no_pedestrian_images_fromPOS_folder/I1_2009_09_08_drive_0004_000051.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;yes;no
240123113529;no_pedestrian_images_fromPOS_folder/I1_2009_09_08_drive_0004_000101.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;no;no
240123113531;no_pedestrian_images_fromPOS_folder/I1_2009_09_08_drive_0004_000151.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;yes;no
240123113534;no_pedestrian_images_fromPOS_folder/I1_2009_09_08_drive_0004_000201.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;no;no
240123113536;no_pedestrian_images_fromPOS_folder/I1_2009_09_08_drive_0004_000401.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;no;no
240123113541;no_pedestrian_images_fromPOS_folder/I1_2009_09_08_drive_0004_000501.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;no;no
240123113545;no_pedestrian_images_fromPOS_folder/I1_2009_09_08_drive_0004_000551.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;yes;no
240123113547;no_pedestrian_images_fromPOS_folder/I1_2009_09_08_drive_0004_000601.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;no;no
240123113551;no_pedestrian_images_fromPOS_folder/I1_2009_09_08_drive_0004_000651.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;yes;no
240123113554;no_pedestrian_images_fromPOS_folder/I1_2009_09_08_drive_0005_000351.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;no;no
240123113602;no_pedestrian_images_fromPOS_folder/I1_2009_09_08_drive_0007_001051.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;no;no
240123113606;no_pedestrian_images_fromPOS_folder/I1_2009_09_08_drive_0008_002001.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;no;no
240123113608;no_pedestrian_images_fromPOS_folder/I1_2009_09_08_drive_0008_002101.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;no;no
240123113610;no_pedestrian_images_fromPOS_folder/I1_2009_09_08_drive_0011_001351_cropped256.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;no;no
240123113611;no_pedestrian_images_fromPOS_folder/I1_2009_09_08_drive_0012_000101_cropped256.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;no;no
240123113615;no_pedestrian_images_fromPOS_folder/I1_2009_09_08_drive_0012_001701_cropped256.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;yes;no
240123113616;no_pedestrian_images_fromPOS_folder/I1_2009_09_08_drive_0019_000101_cropped256.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;no;no
240123113617;no_pedestrian_images_fromPOS_folder/I1_2009_12_14_drive_0008_000101_cropped256.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;no;no
240123113619;no_pedestrian_images_fromPOS_folder/I1_2009_12_14_drive_0015_000201_cropped256.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;no;no
240123113620;no_pedestrian_images_fromPOS_folder/I1_2009_12_14_drive_0023_000051_cropped256.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;no;no
240123113622;no_pedestrian_images_fromPOS_folder/I1_2009_12_14_drive_0029_000159_cropped256.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;no;no
240123113623;no_pedestrian_images_fromPOS_folder/I1_2009_12_14_drive_0042_000201_cropped256.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;no;no
240123113626;no_pedestrian_images_fromPOS_folder/I1_2009_12_14_drive_0042_000251_cropped256.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;no;no
240123113627;no_pedestrian_images_fromPOS_folder/I1_2009_12_14_drive_0042_000282_cropped256.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;no;no
240123113634;no_pedestrian_images_fromPOS_folder/I1_2009_12_14_drive_0055_000101_cropped256.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;no;no
240123113636;no_pedestrian_images_fromPOS_folder/I1_2009_12_14_drive_0063_000201_cropped256.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;no;no
240123113637;no_pedestrian_images_fromPOS_folder/I1_2009_12_14_drive_0079_000051_cropped256.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;no;no
240123113639;no_pedestrian_images_fromPOS_folder/I1_2010_03_04_drive_0030_000101_cropped256.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;no;no
240123113641;no_pedestrian_images_fromPOS_folder/I1_2010_03_04_drive_0030_000301_cropped256.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;no;no
240123113643;no_pedestrian_images_fromPOS_folder/I1_2010_03_04_drive_0030_000312_cropped256.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;no;no
240123113650;no_pedestrian_images_fromPOS_folder/I1_2010_03_04_drive_0035_000201_cropped256.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;no;no
240123113652;no_pedestrian_images_fromPOS_folder/I1_2010_03_04_drive_0038_000351.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;yes;no
240123113656;no_pedestrian_images_fromPOS_folder/I1_2010_03_04_drive_0039_000301.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;yes;no
240123113700;no_pedestrian_images_fromPOS_folder/I1_2010_03_05_drive_0009_000201.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;no;no
240123113702;no_pedestrian_images_fromPOS_folder/I1_2010_03_05_drive_0025_000556_cropped256.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;yes;no
240123113703;no_pedestrian_images_fromPOS_folder/I1_2010_03_05_drive_0029_000101_cropped256.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;no;no
240123113705;no_pedestrian_images_fromPOS_folder/I1_2010_03_05_drive_0030_000251_cropped256.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;no;no
240123113707;no_pedestrian_images_fromPOS_folder/I1_2010_03_05_drive_0031_000101_cropped256.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;no;no
240123113709;no_pedestrian_images_fromPOS_folder/I1_2010_03_09_drive_0003_000151_cropped256.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;no;no
240123113711;no_pedestrian_images_fromPOS_folder/I1_2010_03_09_drive_0003_000201_cropped256.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;no;no
240123113712;no_pedestrian_images_fromPOS_folder/I1_2010_03_09_drive_0016_000196_cropped256.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;no;no
240123113716;no_pedestrian_images_fromPOS_folder/I1_2010_03_09_drive_0017_000001_cropped256.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;yes;no
240123113717;no_pedestrian_images_fromPOS_folder/I1_2010_03_09_drive_0026_000051_cropped256.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;no;no
240123113803;no_pedestrian_images_fromPOS_folder/I1_2010_03_09_drive_0069_000093_cropped256.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;no;no
240123113849;no_pedestrian_images_fromPOS_folder/I1_2010_03_17_drive_0010_000051_cropped256.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;no;no
240123113942;no_pedestrian_images_fromPOS_folder/I1_2010_03_17_drive_0010_000151_cropped256.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;no;no
240123114028;no_pedestrian_images_fromPOS_folder/I1_2010_03_17_drive_0022_000101_cropped256.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;no;no
240123114114;no_pedestrian_images_fromPOS_folder/I1_2010_03_17_drive_0022_000201_cropped256.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;no;no
240123114203;no_pedestrian_images_fromPOS_folder/I1_2010_03_17_drive_0025_000201_cropped256.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;no;no
240123114250;no_pedestrian_images_fromPOS_folder/I1_2010_03_17_drive_0048_000101_cropped256.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;yes;no
240123114337;no_pedestrian_images_fromPOS_folder/I1_2010_03_17_drive_0053_000119_cropped256.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;no;no
240123121348;pedestrian_only_wide/I1_2009_09_08_drive_0012_001051.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;yes;yes
240123121352;pedestrian_only_wide/I1_2009_12_14_drive_0013_000201.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;yes;yes
240123121356;pedestrian_only_wide/I1_2009_12_14_drive_0021_000701.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;yes;yes
240123121359;pedestrian_only_wide/I1_2009_12_14_drive_0082_000101.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;yes;yes
240123121402;pedestrian_only_wide/I1_2009_12_14_drive_0082_000291.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;yes;yes
240123121405;pedestrian_only_wide/I1_2009_12_14_drive_0086_000201.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;yes;yes
240123121411;pedestrian_only_wide/I1_2010_03_04_drive_0014_000156.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;yes;yes
240123121416;pedestrian_only_wide/I1_2010_03_05_drive_0014_000221.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;yes;yes
240123121419;pedestrian_only_wide/I1_2010_03_05_drive_0015_000131.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;yes;yes
240123121422;pedestrian_only_wide/I1_2010_03_05_drive_0015_000141.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;yes;yes
240123121426;pedestrian_only_wide/I1_2010_03_05_drive_0015_000151.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;yes;yes
240123121429;pedestrian_only_wide/I1_2010_03_05_drive_0015_000161.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;yes;yes
240123121432;pedestrian_only_wide/I1_2010_03_05_drive_0018_000051.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;yes;yes
240123121434;pedestrian_only_wide/I1_2010_03_05_drive_0018_000061.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;yes;yes
240123121437;pedestrian_only_wide/I1_2010_03_05_drive_0018_000571.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;yes;yes
240123121440;pedestrian_only_wide/I1_2010_03_05_drive_0018_000586.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;yes;yes
240123121444;pedestrian_only_wide/I1_2010_03_05_drive_0018_000651.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;yes;yes
240123121447;pedestrian_only_wide/I1_2010_03_05_drive_0018_000666.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;yes;yes
240123121450;pedestrian_only_wide/I1_2010_03_05_drive_0018_000721.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;yes;yes
240123121453;pedestrian_only_wide/I1_2010_03_05_drive_0018_000736.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;yes;yes
240123121457;pedestrian_only_wide/I1_2010_03_05_drive_0019_000051.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;yes;yes
240123121459;pedestrian_only_wide/I1_2010_03_05_drive_0019_000056.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;yes;yes
240123121501;pedestrian_only_wide/I1_2010_03_05_drive_0019_000066.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;yes;yes
240123121506;pedestrian_only_wide/I1_2010_03_09_drive_0013_000201.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;yes;yes
240123121509;pedestrian_only_wide/I1_2010_03_09_drive_0013_000211.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;yes;yes
240123121511;pedestrian_only_wide/I1_2010_03_09_drive_0022_000111.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;yes;yes
240123121517;pedestrian_only_wide/I1_2010_03_09_drive_0022_000116.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;yes;yes
240123121522;pedestrian_only_wide/I1_2010_03_09_drive_0035_000121.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;yes;yes
240123121525;pedestrian_only_wide/I1_2010_03_09_drive_0037_000351.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;yes;yes
240123121527;pedestrian_only_wide/I1_2010_03_09_drive_0037_000571.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;yes;yes
240123121530;pedestrian_only_wide/I1_2010_03_09_drive_0037_000591.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;yes;yes
240123121533;pedestrian_only_wide/I1_2010_03_09_drive_0039_000416.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;yes;yes
240123121535;pedestrian_only_wide/I1_2010_03_09_drive_0040_000496.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;yes;yes
240123121538;pedestrian_only_wide/I1_2010_03_09_drive_0072_000051.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;yes;yes
240123121542;pedestrian_only_wide/I1_2010_03_09_drive_0072_000066.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;yes;yes
240123121545;pedestrian_only_wide/I1_2010_03_09_drive_0072_000261.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;yes;yes
240123121547;pedestrian_only_wide/I1_2010_03_09_drive_0072_000266.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;yes;yes
240123121550;pedestrian_only_wide/I1_2010_03_09_drive_0072_000361.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;yes;yes
240123121552;pedestrian_only_wide/I1_2010_03_17_drive_0006_000366.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;yes;yes
240123121554;pedestrian_only_wide/I1_2010_03_17_drive_0006_000516.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;yes;yes
240123121600;pedestrian_only_wide/I1_2010_03_17_drive_0010_000321.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;yes;yes
240123121609;pedestrian_only_wide/I1_2010_03_17_drive_0010_000621.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;yes;yes
240123121612;pedestrian_only_wide/I1_2010_03_17_drive_0010_000631.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;yes;yes
240123121614;pedestrian_only_wide/I1_2010_03_17_drive_0016_000161.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;yes;yes
240123121617;pedestrian_only_wide/I1_2010_03_17_drive_0017_000066.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;yes;yes
240123121620;pedestrian_only_wide/I1_2010_03_17_drive_0019_000201.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;yes;yes
240123121707;pedestrian_only_wide/I1_2010_03_17_drive_0019_000216.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;yes;yes
240123121755;pedestrian_only_wide/I1_2010_03_17_drive_0019_000236.png;Is there a human pedestrian in this image? Answer only either "yes" or "no".;yes;yes
